time,altitude,pitch,roll,yaw,lat,lon,speed,acceleration,temperature,vibrations,landing_force,batt_check,igniter_check,gps_check,Pression
2.99,695.919,,18.809,5.941,46.78192125,-71.27870308,424.258,-50.994,8.559,0.477,,1,1,1,899.76
3.018,707.83,,19.115,5.972,46.78192136,-71.27868699,422.787,-52.135,8.482,8.512,,1,1,1,898.445
3.06,725.621,,19.915,5.989,46.78192152,-71.27866296,420.597,-51.688,8.366,9.356,,1,1,1,896.552
3.11,746.586,,20.554,5.968,46.78192173,-71.27863461,418.025,-51.183,8.23,1.387,,1,1,1,894.322
3.16,767.423,,21.443,5.953,46.78192192,-71.2786064,415.479,-50.64,8.094,9.163,,1,1,1,892.106
3.21,788.134,,22.164,5.973,46.78192211,-71.27857834,412.96,-50.092,7.96,4.746,,1,1,1,889.903
3.26,808.72,,22.298,5.997,46.78192231,-71.27855042,410.47,-49.583,7.826,4.449,,1,1,1,887.713
3.31,829.182,,23.117,5.979,46.7819225,-71.27852266,408.002,-49.129,7.693,4.896,,1,1,1,885.536
3.36,849.521,,23.904,5.958,46.78192268,-71.27849504,405.557,-48.638,7.561,7.874,,1,1,1,883.373
3.41,869.738,,24.818,6.01,46.78192288,-71.27846754,403.137,-48.127,7.429,8.824,,1,1,1,881.222
3.46,889.835,,25.441,6.089,46.78192307,-71.27844019,400.744,-47.62,7.299,4.558,,1,1,1,879.085
3.51,909.813,,26.107,6.083,46.78192325,-71.27841298,398.375,-47.143,7.169,0.223,,1,1,1,876.959
3.56,929.673,,27.033,6.025,46.78192344,-71.27838591,396.03,-46.697,7.04,9.323,,1,1,1,874.847
3.61,949.416,,27.759,6.017,46.78192363,-71.27835897,393.706,-46.253,6.911,8.487,,1,1,1,872.747
3.66,969.044,,28.672,6.06,46.78192382,-71.27833215,391.405,-45.769,6.784,1.451,,1,1,1,870.659
3.71,988.557,,29.546,6.084,46.781924,-71.27830546,389.128,-45.309,6.657,8.773,,1,1,1,868.583
3.76,1007.957,,30.363,6.074,46.78192418,-71.27827892,386.873,-44.878,6.531,1.859,,1,1,1,866.52
3.81,1027.245,,30.974,6.079,46.78192437,-71.27825248,384.641,-44.422,6.405,9.469,,1,1,1,864.468
3.86,1046.421,,31.805,6.099,46.78192455,-71.27822619,382.431,-43.993,6.281,4.382,,1,1,1,862.428
3.91,1065.488,,32.464,6.109,46.78192473,-71.27820002,380.241,-43.595,6.157,4.949,,1,1,1,860.4
3.96,1084.446,,33.113,6.102,46.78192491,-71.27817398,378.072,-43.185,6.034,8.1,,1,1,1,858.384
4.01,1103.295,,33.765,6.091,46.78192509,-71.27814804,375.923,-42.759,5.911,5.579,,1,1,1,856.378
4.06,1122.038,,34.508,6.107,46.78192526,-71.27812222,373.795,-42.344,5.789,6.941,,1,1,1,854.385
4.11,1140.675,,35.361,6.137,46.78192545,-71.27809655,371.688,-41.96,5.668,4.997,,1,1,1,852.402
4.16,1159.207,,35.803,6.142,46.78192562,-71.27807097,369.6,-41.595,5.548,8.205,,1,1,1,850.431
4.21,1177.636,,36.443,6.109,46.7819258,-71.27804551,367.528,-41.228,5.428,7.623,,1,1,1,848.471
4.26,1195.961,,37.279,6.078,46.78192598,-71.27802017,365.477,-40.814,5.309,0.121,,1,1,1,846.522
4.31,1214.184,,37.807,6.085,46.78192615,-71.27799494,363.447,-40.391,5.19,7.81,,1,1,1,844.63
4.36,1232.306,,38.189,6.124,46.78192633,-71.27796982,361.437,-40.032,5.073,7.88,,1,1,1,842.796
4.41,1250.328,,38.811,6.15,46.7819265,-71.27794484,359.444,-39.694,4.955,5.64,,1,1,1,840.972
4.46,1268.25,,39.291,6.13,46.78192668,-71.27791994,357.468,-39.34,4.839,5.077,,1,1,1,839.158
4.51,1286.075,,39.772,6.105,46.78192684,-71.27789516,355.51,-38.952,4.723,2.641,,1,1,1,837.354
4.56,1303.802,,40.235,6.133,46.78192702,-71.27787048,353.572,-38.574,4.608,3.116,,1,1,1,835.56
4.61,1321.432,,40.963,6.185,46.78192719,-71.27784592,351.653,-38.234,4.493,5.16,,1,1,1,833.775
4.66,1338.967,,41.194,6.204,46.78192736,-71.27782147,349.749,-37.918,4.379,8.551,,1,1,1,832
4.71,1356.407,,41.81,6.188,46.78192753,-71.27779711,347.861,-37.592,4.266,5.766,,1,1,1,830.235
4.76,1373.754,,42.288,6.174,46.78192769,-71.27777286,345.99,-37.201,4.153,1.056,,1,1,1,828.479
4.81,1391.007,,42.871,6.192,46.78192787,-71.27774871,344.14,-36.816,4.041,5.553,,1,1,1,826.733
4.86,1408.168,,43.41,6.232,46.78192803,-71.27772466,342.309,-36.458,3.929,0.317,,1,1,1,824.996
4.91,1425.238,,44.102,6.262,46.7819282,-71.27770072,340.494,-36.127,3.818,3.164,,1,1,1,823.268
4.96,1442.218,,45.047,6.259,46.78192836,-71.27767689,338.696,-35.798,3.708,6.959,,1,1,1,821.55
5.01,1459.108,,45.516,6.239,46.78192853,-71.27765313,336.914,-35.472,3.598,2.893,,1,1,1,819.84
5.06,1475.909,,46.13,6.219,46.78192869,-71.27762948,335.149,-35.125,3.489,5.453,,1,1,1,818.14
5.11,1492.623,,46.714,6.21,46.78192886,-71.27760594,333.401,-34.808,3.38,3.994,,1,1,1,816.448
5.16,1509.25,,47.3,6.215,46.78192902,-71.27758247,331.668,-34.485,3.272,1.777,,1,1,1,814.765
5.21,1525.79,,47.831,6.226,46.78192919,-71.27755911,329.952,-34.175,3.165,8.392,,1,1,1,813.091
5.26,1542.245,,48.364,6.248,46.78192935,-71.27753584,328.251,-33.894,3.058,7.539,,1,1,1,811.425
5.31,1558.615,,48.881,6.284,46.78192952,-71.27751266,326.562,-33.644,2.951,9.049,,1,1,1,809.769
5.36,1574.902,,49.373,6.305,46.78192967,-71.27748957,324.887,-33.363,2.846,8.566,,1,1,1,808.12
5.41,1591.104,,49.902,6.299,46.78192984,-71.27746658,323.226,-33.074,2.74,3.464,,1,1,1,806.48
5.46,1607.224,,50.485,6.286,46.78192999,-71.27744366,321.58,-32.783,2.636,1.934,,1,1,1,804.849
5.51,1623.263,,50.824,6.289,46.78193016,-71.27742085,319.947,-32.537,2.531,1.673,,1,1,1,803.225
5.56,1639.219,,51.167,6.304,46.78193032,-71.27739812,318.326,-32.314,2.428,6.116,,1,1,1,801.61
5.61,1655.095,,51.607,6.326,46.78193047,-71.27737548,316.716,-32.055,2.324,1.2,,1,1,1,800.003
5.66,1670.891,,52.162,6.346,46.78193064,-71.27735291,315.12,-31.777,2.222,9.261,,1,1,1,798.404
5.71,1686.608,,52.661,6.351,46.78193079,-71.27733043,313.538,-31.517,2.12,8.296,,1,1,1,796.814
5.76,1702.245,,53.161,6.335,46.78193095,-71.27730805,311.968,-31.298,2.018,0.17,,1,1,1,795.231
5.81,1717.805,,53.658,6.311,46.7819311,-71.27728574,310.408,-31.094,1.917,4.749,,1,1,1,793.72
5.86,1733.286,,54.146,6.301,46.78193126,-71.27726351,308.859,-30.868,1.816,0.625,,1,1,1,792.229
5.91,1748.691,,54.685,6.322,46.78193141,-71.27724138,307.321,-30.643,1.716,9.807,,1,1,1,790.747
5.96,1764.018,,55.271,6.362,46.78193157,-71.27721932,305.794,-30.44,1.616,6.623,,1,1,1,789.271
6.01,1779.27,,55.912,6.386,46.78193173,-71.27719734,304.278,-30.21,1.517,7.416,,1,1,1,787.803
6.06,1794.446,,56.402,6.374,46.78193188,-71.27717544,302.773,-29.998,1.419,1.714,,1,1,1,786.343
6.11,1809.548,,56.848,6.344,46.78193203,-71.27715363,301.277,-29.826,1.32,1.664,,1,1,1,784.889
6.16,1824.574,,57.325,6.337,46.78193219,-71.2771319,299.791,-29.633,1.223,1.068,,1,1,1,783.443
6.21,1839.527,,57.833,6.376,46.78193234,-71.27711022,298.315,-29.405,1.126,6.226,,1,1,1,782.003
6.26,1854.406,,58.363,6.438,46.78193249,-71.27708864,296.85,-29.202,1.029,1.691,,1,1,1,780.571
6.31,1869.212,,58.921,6.481,46.78193265,-71.27706713,295.398,-28.866,0.933,6.184,,1,1,1,779.146
6.36,1883.946,,59.544,6.492,46.78193279,-71.27704569,293.963,-28.523,0.837,9.551,,1,1,1,777.728
6.41,1898.609,,60.094,6.49,46.78193295,-71.27702433,292.546,-28.158,0.742,0.668,,1,1,1,776.317
6.46,1913.201,,60.599,6.487,46.7819331,-71.27700304,291.146,-27.829,0.647,3.493,,1,1,1,774.912
6.51,1927.724,,61.243,6.488,46.78193325,-71.27698184,289.762,-27.548,0.552,3.696,,1,1,1,773.514
6.56,1942.177,,61.757,6.503,46.7819334,-71.2769607,288.391,-27.282,0.458,9.461,,1,1,1,772.123
6.61,1956.563,,62.35,6.521,46.78193355,-71.27693962,287.034,-26.999,0.365,4.658,,1,1,1,770.738
6.66,1970.881,,62.835,6.529,46.78193369,-71.2769186,285.692,-26.684,0.272,4.215,,1,1,1,769.36
6.71,1985.132,,63.523,6.531,46.78193384,-71.27689764,284.366,-26.371,0.179,7.78,,1,1,1,767.988
6.76,1999.318,,64.082,6.538,46.781934,-71.27687676,283.055,-26.09,0.087,4.322,,1,1,1,766.623
6.81,2013.438,,64.879,6.561,46.78193414,-71.27685597,281.756,-25.876,-0.005,8.388,,1,1,1,765.264
6.86,2027.494,,65.404,6.592,46.78193429,-71.27683524,280.467,-25.67,-0.096,4.837,,1,1,1,763.911
6.91,2041.485,,65.755,6.621,46.78193444,-71.27681458,279.189,-25.462,-0.187,5.038,,1,1,1,762.564
6.96,2055.413,,66.199,6.648,46.78193458,-71.27679396,277.92,-25.263,-0.278,6.578,,1,1,1,761.224
7.01,2069.277,,66.568,6.664,46.78193472,-71.2767734,276.663,-24.999,-0.368,0.134,,1,1,1,759.889
7.06,2083.079,,66.944,6.665,46.78193487,-71.27675288,275.421,-24.716,-0.458,1.806,,1,1,1,758.561
7.11,2096.819,,67.496,6.66,46.78193502,-71.27673244,274.191,-24.475,-0.547,4.854,,1,1,1,757.238
7.16,2110.498,,67.957,6.667,46.78193517,-71.27671208,272.973,-24.286,-0.636,2.093,,1,1,1,755.921
7.21,2124.117,,68.347,6.701,46.78193531,-71.27669178,271.762,-24.142,-0.724,1.57,,1,1,1,754.611
7.26,2137.675,,69.031,6.765,46.78193545,-71.27667154,270.558,-23.981,-0.812,1.602,,1,1,1,753.306
7.31,2151.173,,69.529,6.82,46.7819356,-71.27665135,269.364,-23.787,-0.9,7.138,,1,1,1,752.006
7.36,2164.611,,70.071,6.829,46.78193574,-71.27663119,268.18,-23.579,-0.987,9.793,,1,1,1,750.713
7.41,2177.991,,70.661,6.783,46.78193588,-71.27661109,267.006,-23.351,-1.074,7.147,,1,1,1,749.425
7.46,2191.312,,71.18,6.716,46.78193602,-71.27659106,265.845,-23.141,-1.161,4.407,,1,1,1,748.143
7.51,2204.575,,71.667,6.674,46.78193617,-71.27657107,264.692,-22.983,-1.247,3.578,,1,1,1,746.866
7.56,2217.781,,72.26,6.689,46.78193631,-71.27655117,263.546,-22.856,-1.333,7.006,,1,1,1,745.656
7.61,2230.93,,72.812,6.756,46.78193645,-71.27653132,262.406,-22.708,-1.419,0.556,,1,1,1,744.453
7.66,2244.022,,73.187,6.841,46.78193659,-71.2765115,261.275,-22.549,-1.504,1.58,,1,1,1,743.256
7.71,2257.058,,73.621,6.904,46.78193673,-71.27649173,260.152,-22.373,-1.588,2.598,,1,1,1,742.063
7.76,2270.037,,74.1,6.921,46.78193688,-71.27647202,259.038,-22.183,-1.673,8.578,,1,1,1,740.876
7.81,2282.962,,74.57,6.885,46.78193701,-71.27645235,257.933,-22.007,-1.757,9.554,,1,1,1,739.693
7.86,2295.831,,74.885,6.825,46.78193715,-71.27643275,256.837,-21.868,-1.84,2.493,,1,1,1,738.516
7.91,2308.645,,75.48,6.787,46.78193729,-71.2764132,255.746,-21.757,-1.924,1.58,,1,1,1,737.344
7.96,2321.406,,75.865,6.8,46.78193744,-71.27639371,254.661,-21.64,-2.007,6.909,,1,1,1,736.177
8.01,2334.112,,76.303,6.863,46.78193758,-71.27637425,253.582,-21.486,-2.089,2.712,,1,1,1,735.014
8.06,2346.764,,76.796,6.946,46.78193771,-71.27635483,252.513,-21.31,-2.171,4.746,,1,1,1,733.857
8.11,2359.363,,77.294,7.012,46.78193785,-71.27633547,251.451,-21.165,-2.253,7.021,,1,1,1,732.704
8.16,2371.909,,77.755,7.04,46.78193799,-71.27631615,250.396,-21.028,-2.335,7.506,,1,1,1,731.556
8.21,2384.403,,78.299,7.027,46.78193813,-71.2762969,249.348,-20.917,-2.416,2.455,,1,1,1,730.414
8.26,2396.844,,78.818,6.987,46.78193826,-71.27627768,248.304,-20.818,-2.497,8.095,,1,1,1,729.275
8.31,2409.233,,79.32,6.95,46.7819384,-71.27625851,247.267,-20.678,-2.578,8.91,,1,1,1,728.142
8.36,2421.571,,79.784,6.938,46.78193854,-71.27623936,246.236,-20.529,-2.658,0.95,,1,1,1,727.013
8.41,2433.857,,80.36,6.957,46.78193868,-71.27622027,245.214,-20.381,-2.738,0.608,,1,1,1,725.889
8.46,2446.092,,80.902,6.996,46.78193881,-71.27620123,244.198,-20.246,-2.817,5.479,,1,1,1,724.77
8.51,2458.277,,81.336,7.035,46.78193894,-71.27618224,243.189,-20.127,-2.896,0.143,,1,1,1,723.656
8.56,2470.411,,81.948,7.057,46.78193908,-71.27616331,242.186,-20.01,-2.975,7.839,,1,1,1,722.546
8.61,2482.496,,82.408,7.053,46.78193922,-71.27614442,241.187,-19.929,-3.054,6.072,,1,1,1,721.44
8.66,2494.53,,82.861,7.032,46.78193935,-71.27612558,240.193,-19.849,-3.132,7.748,,1,1,1,720.339
8.71,2506.515,,83.358,7.009,46.78193949,-71.27610677,239.202,-19.752,-3.21,7.853,,1,1,1,719.243
8.76,2518.45,,83.856,6.994,46.78193963,-71.276088,238.218,-19.625,-3.287,5.109,,1,1,1,718.151
8.81,2530.337,,84.271,6.997,46.78193975,-71.27606926,237.24,-19.49,-3.365,6.825,,1,1,1,717.064
8.86,2542.175,,84.662,7.024,46.78193989,-71.27605054,236.269,-19.355,-3.442,8.822,,1,1,1,715.981
8.91,2553.964,,85.138,7.066,46.78194002,-71.2760319,235.305,-19.222,-3.518,9.601,,1,1,1,714.902
8.96,2565.705,,85.621,7.113,46.78194016,-71.27601329,234.347,-19.111,-3.595,5.497,,1,1,1,713.828
9.01,2577.399,,86.145,7.154,46.78194029,-71.27599473,233.392,-19.056,-3.671,5.012,,1,1,1,712.758
9.06,2589.044,,86.659,7.168,46.78194043,-71.27597622,232.441,-18.985,-3.746,5.767,,1,1,1,711.693
9.11,2600.643,,87.077,7.15,46.78194055,-71.27595774,231.494,-18.883,-3.822,7.157,,1,1,1,710.632
9.16,2612.194,,87.498,7.123,46.78194069,-71.2759393,230.553,-18.779,-3.897,7.324,,1,1,1,709.575
9.21,2623.698,,87.966,7.12,46.78194082,-71.27592089,229.616,-18.676,-3.972,9.381,,1,1,1,708.523
9.26,2635.156,,88.374,7.154,46.78194096,-71.27590252,228.685,-18.562,-4.046,0.007,,1,1,1,707.475
9.31,2646.567,,88.806,7.216,46.78194109,-71.27588417,227.76,-18.443,-4.12,3.386,,1,1,1,706.431
9.36,2657.932,,89.284,7.296,46.78194122,-71.27586589,226.841,-18.352,-4.194,3.767,,1,1,1,705.391
9.41,2669.251,,89.816,7.373,46.78194135,-71.27584764,225.925,-18.264,-4.268,1.385,,1,1,1,704.356
9.46,2680.524,,90.16,7.422,46.78194148,-71.27582943,225.014,-18.191,-4.341,2.773,,1,1,1,703.324
9.51,2691.752,,90.54,7.428,46.78194161,-71.27581127,224.106,-18.124,-4.414,3.801,,1,1,1,702.297
9.56,2702.935,,90.999,7.393,46.78194174,-71.27579313,223.202,-18.041,-4.487,1.713,,1,1,1,701.274
9.61,2714.073,,91.439,7.333,46.78194187,-71.27577504,222.302,-17.941,-4.559,7.876,,1,1,1,700.297
9.66,2725.165,,91.876,7.28,46.78194201,-71.27575697,221.408,-17.845,-4.631,1.11,,1,1,1,699.333
9.71,2736.213,,92.313,7.264,46.78194214,-71.27573893,220.518,-17.756,-4.703,0.708,,1,1,1,698.373
9.76,2747.217,,92.735,7.298,46.78194227,-71.27572093,219.632,-17.669,-4.774,0.937,,1,1,1,697.417
9.81,2758.177,,93.156,7.371,46.7819424,-71.27570298,218.751,-17.568,-4.846,8.428,,1,1,1,696.465
9.86,2769.092,,93.529,7.452,46.78194252,-71.27568506,217.875,-17.482,-4.917,5.019,,1,1,1,695.516
9.91,2779.964,,94.108,7.51,46.78194265,-71.27566719,217.003,-17.42,-4.987,4.538,,1,1,1,694.572
9.96,2790.793,,94.488,7.539,46.78194278,-71.27564935,216.132,-17.386,-5.058,3.2,,1,1,1,693.631
10.01,2801.577,,94.962,7.542,46.78194291,-71.27563156,215.264,-17.334,-5.128,2.618,,1,1,1,692.694
10.06,2812.319,,95.423,7.521,46.78194304,-71.27561376,214.4,-17.245,-5.198,2.853,,1,1,1,691.761
10.11,2823.018,,95.854,7.491,46.78194317,-71.275596,213.539,-17.158,-5.267,7.016,,1,1,1,690.831
10.16,2833.673,,96.255,7.47,46.7819433,-71.27557827,212.684,-17.053,-5.336,6.287,,1,1,1,689.905
10.21,2844.286,,96.82,7.469,46.78194343,-71.27556057,211.834,-16.951,-5.405,4.094,,1,1,1,688.983
10.26,2854.857,,97.228,7.488,46.78194356,-71.2755429,210.989,-16.848,-5.474,9.729,,1,1,1,688.064
10.31,2865.385,,97.694,7.522,46.78194368,-71.27552529,210.149,-16.779,-5.543,4.409,,1,1,1,687.15
10.36,2875.871,,98.051,7.57,46.78194381,-71.27550772,209.311,-16.731,-5.611,5.099,,1,1,1,686.238
10.41,2886.316,,98.355,7.612,46.78194393,-71.27549017,208.476,-16.672,-5.679,3.164,,1,1,1,685.331
10.46,2896.719,,98.921,7.631,46.78194406,-71.27547267,207.643,-16.643,-5.746,7.811,,1,1,1,684.427
10.51,2907.08,,99.322,7.615,46.78194419,-71.27545519,206.812,-16.601,-5.814,1.022,,1,1,1,683.527
10.56,2917.4,,99.726,7.566,46.78194431,-71.27543774,205.983,-16.527,-5.881,8.075,,1,1,1,682.63
10.61,2927.679,,100.167,7.504,46.78194444,-71.27542031,205.159,-16.447,-5.947,7.355,,1,1,1,681.737
